Character,Frequency
0;1
5;1
F;24
r;80
a;93
u;63
 ;215
M;17
e;149
i;82
g;13
h;51
t;60
n;92
d;35
S;24
p;7
m;35
k;21
.;36
I;8
s;48
c;38
z;7
H;4
B;6
A;3
l;30
f;25
w;12
;17

;17
ü;4
:;8
“;8
D;7
!;3
”;8
J;1
,;1
K;8
C;3
é;2
b;13
G;2
T;7
o;20
Z;1
ö;1
ä;1
O;2
